<淮北师范大学信息学院,20>
<南昌大学共青学院,7>
<洛阳师范学院,41>
<湖南女子学院,24>
<南京工业大学,162>
<浙江万里学院,18>
<重庆邮电大学移通学院,35>
<呼和浩特职业学院,45>
<东北石油大学,108>
<内蒙古财经大学,8>
<四川工商学院,7>
<吉林工商学院,54>
<牡丹江师范学院,60>
<湖北生物科技职业学院,36>
<淮安信息职业技术学院,10>
<云南师范大学文理学院,20>
<兰州石化职业技术学院,2>
<河北科技大学,10>
<衡水学院,14>
<广东石油化工学院,50>
<广州商学院,15>
<江西冶金职业技术学院,30>
<中国石油大学（华东）,74>
<哈尔滨师范大学,136>
<大连大学,115>
<湖南科技职业学院,10>
<重庆交通大学,65>
<贵州警官职业学院,20>
<青岛科技大学,90>
<淮阴工学院,90>
<辽宁中医药大学杏林学院,36>
<中国石油大学胜利学院,15>
<西北师范大学,25>
<福建卫生职业技术学院,19>
<长安大学,137>
<常州大学,108>
<贵州电力职业技术学院,5>
<北京航空航天大学,24>
<珠海城市职业技术学院,7>
<辽宁理工学院,14>
<北京邮电大学（宏福校区）,16>
<武汉航海职业技术学院,6>
<江苏建康职业学院,15>
<武昌首义学院,44>
<南京信息职业技术学院,15>
<洛阳理工学院,100>
<长春科技学院,10>
<内蒙古科技大学,50>
<三峡大学,118>
<深圳大学,27>
<山东服装职业学院,10>
<宁波大红鹰学院,28>
<桂林医学院,3058>
<中国石油大学（北京）,42>
<东莞理工学院城市学院,35>
<南昌工学院,57>
<湖南理工职业技术学院,10>
<山东职业学院,25>
<桂林山水职业学院,460>
<桂林理工大学博文管理学院,1746>
<甘肃农业大学,15>
<湖北文理学院,37>
<太原科技大学,130>
<临沂大学,55>
<贺州学院,2986>
<昆明学院,21>
<中国农业大学,62>
<桂林航天工业学院,2631>
<上海外国语大学贤达经济人文学院,77>
<景德镇陶瓷大学,40>
<昆明理工大学津桥学院,25>
<长治医学院,20>
<长春理工大学,78>
<无锡工艺职业技术学院,10>
<成都信息工程大学银杏酒店管理学院,15>
<内蒙古工业大学,50>
<蚌埠学院,3>
<黑龙江职业学院,80>
<四川外国语大学,19>
<浙江医药高等专科学校,15>
<湖南医药学院,37>
<天津轻工职业技术学院,12>
<浙江科技学院,73>
<正德职业技术学院,10>
<河北外国语职业学院,5>
<湖南第一师范学院,44>
<东北师范大学,36>
<山西机电职业技术学院,5>
<天津外国语大学滨海外事学院,71>
<广东交通职业技术学院,47>
<河源职业技术学院,4>
<华东理工大学,39>
<黑龙江农业职业技术学院,30>
<北京农学院,36>
<暨南大学,65>
<日照职业技术学院,60>
<北京联合大学,42>
<内江师范学院,13>
<苏州科技大学天平学院,38>
<湖南人文科技学院,24>
<江西财经职业学院,30>
<辽源职业技术学院,11>
<天津医学高等专科学校,37>
<武汉船舶职业技术学院,100>
<吉林化工学院,39>
<齐齐哈尔工程学院,50>
<福建医科大学,50>
<湖南科技学院,28>
<首都经济贸易大学,46>
<同济大学,117>
<贵阳学院,9>
<赣西科技职业学院,180>
<苏州卫生职业技术学院,20>
<武汉交通职业学院,19>
<白城师范学院,38>
<淮海工学院,80>
<中国科学技术大学,27>
<六盘水师范学院,10>
<成都体育学院,20>
<南京信息工程大学,78>
<绍兴文理学院,53>
<浙江工商大学杭州商学院,20>
<重庆科技学院,35>
<淮南师范学院,15>
<中央民族大学,96>
<武汉华夏理工学院,40>
<海南外国语职业学院,25>
<南京林业大学,110>
<湘潭职业技术学院,10>
<红河学院,20>
<湖北警官学院,31>
<青海建筑职业技术学院,4>
<江西建设职业技术学院,20>
<石家庄邮电职业技术学院,50>
<重庆工商大学派斯学院,10>
<长沙医学院,13>
<郑州工程技术学院,18>
<郑州师范学院,2>
<北京中医药大学,35>
<三明学院,109>
<茂名职业技术学院,24>
<四川大学锦城学院,24>
<南京审计大学,110>
<湖北中医药高等专科学校,50>
<贵州交通职业技术学院,6>
<闽西职业技术学院,13>
<首都师范大学,34>
<四川建筑职业技术学院,4>
<成都理工大学工程技术学院,50>
<山西中医学院,77>
<长沙民政职业技术学院,57>
<天津理工大学中环信息学院,109>
<河北工程大学科信学院,20>
<贵阳中医学院,30>
<成都东软学院,6>
<重庆工商大学融智学院,8>
<四川交通职业技术学院,5>
<德州学院,52>
<江苏财经职业技术学院,10>
<四川理工学院,45>
<华中科技大学,215>
<闽南师范大学,156>
<武汉职业技术学院,60>
<陕西理工大学,5>
<厦门华厦学院,28>
<中国地质大学（武汉）,96>
<新疆农业大学,20>
<中国人民大学,47>
<天津师范大学津沽学院,72>
<山东力明科技职业学院,10>
<苏州工业职业技术学院,20>
<云南师范大学,20>
<东华理工大学,56>
<武汉警官职业学院,50>
<辽宁工程技术大学,157>
